model,split,trace_id,base_wf1,base_loc,base_joint,causal_wf1,causal_loc,causal_joint,corr_wf1,corr_loc,corr_joint,delta_corr_vs_causal,delta_corr_vs_base,delta_wf1_vs_causal,delta_loc_vs_causal,delta_joint_vs_causal,bucket
GPT-oss-120B,GAIA_dedup,2209204b631e26f4cee4dc3dd995608c,0.5,0.0,0.0,0.4444444444444444,0.0,0.0,0.5454545454545454,0.0,0.0,0.101010101010101,0.045454545454545414,0.101010101010101,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,25c8275651013fe8398ef0f735eb0912,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.5,0.0,-0.0714285714285714,0.2142857142857143,-0.5714285714285714,0.5,0.0,not_working
GPT-oss-120B,GAIA_dedup,2713fa0aa73f0c5a8b480f026c21a547,0.8888888888888888,0.5,0.2,0.8,0.5,0.0,1.0,1.0,0.2,0.9000000000000001,0.6111111111111114,0.19999999999999996,0.5,0.2,working
GPT-oss-120B,GAIA_dedup,27a6c5ebc3311542156fdde857a0035f,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.6666666666666665,1.6666666666666665,0.6666666666666666,1.0,0.0,working
GPT-oss-120B,GAIA_dedup,2c77a8feec544cc61a00a387ad792a13,0.0,0.5,0.0,0.0,0.5,0.0,0.15384615384615385,0.5,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,3215fc75e81bdb73706a4fb37b66427f,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.3999999999999999,1.4,0.4,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,331aece579d942bb4c345a86c86efb83,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,3637c5845140adbf29c565923c20e94d,0.4444444444444444,0.0,0.0,0.4444444444444444,1.0,0.0,0.5454545454545454,0.0,0.0,-0.898989898989899,0.101010101010101,0.101010101010101,-1.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,387546b0d3e81503bd8d392c6f1b6b25,0.2222222222222222,0.0,0.0,0.16666666666666666,0.0,0.0,0.6153846153846154,0.4,0.0,0.8487179487179487,0.7931623931623931,0.4487179487179488,0.4,0.0,working
GPT-oss-120B,GAIA_dedup,3acaa3150977e199eddb95c64f2ada2e,0.0,0.0,0.0,0.25,0.0,0.0,0.42857142857142855,0.2,0.0,0.37857142857142856,0.6285714285714286,0.17857142857142855,0.2,0.0,working
GPT-oss-120B,GAIA_dedup,3f05ba33cd4ae18ccba6db9a5749c16f,0.5,1.0,0.3333333333333333,0.4,0.0,0.0,0.5,0.0,0.0,0.09999999999999998,-1.3333333333333333,0.09999999999999998,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,41b597524173272503073a0799ac523c,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.0,-0.8333333333333333,0.5,0.16666666666666669,-1.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,41bbc898aa7de0f31d2382ff57700a76,0.6666666666666666,0.25,0.0,0.42857142857142855,0.0,0.0,0.5333333333333333,0.25,0.0,0.3547619047619048,-0.1333333333333333,0.10476190476190478,0.25,0.0,neutral
GPT-oss-120B,GAIA_dedup,4514626d62ed350ee7878c03f51bbe68,0.5,0.0,0.0,0.5,0.0,0.0,0.5714285714285714,1.0,0.3333333333333333,1.4047619047619047,1.4047619047619047,0.0714285714285714,1.0,0.3333333333333333,working
GPT-oss-120B,GAIA_dedup,4a8d094e92433f1ba1da21f602c417d9,0.0,0.5,0.0,0.2222222222222222,0.5,0.3333333333333333,0.3076923076923077,0.5,0.0,-0.24786324786324787,0.3076923076923077,0.0854700854700855,0.0,-0.3333333333333333,not_working
GPT-oss-120B,GAIA_dedup,4ae16319f0de44a7d1e84595b41ae08d,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.5,1.0,0.6666666666666666,1.5952380952380951,2.1666666666666665,-0.0714285714285714,1.0,0.6666666666666666,working
GPT-oss-120B,GAIA_dedup,4c79c8ba0cf1e8fcb1c408d53016c560,0.5,0.5,0.0,0.4,0.5,0.2,0.6666666666666666,0.5,0.0,0.06666666666666643,0.16666666666666652,0.2666666666666666,0.0,-0.2,working
GPT-oss-120B,GAIA_dedup,512475a321c616e45337da3575f6a185,0.2,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.46153846153846156,0.26153846153846155,0.46153846153846156,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,53dba4241b22d5039c9c119871c7c8b4,0.3333333333333333,0.0,0.0,0.5714285714285714,1.0,0.0,0.4444444444444444,0.0,0.0,-1.126984126984127,0.1111111111111111,-0.12698412698412698,-1.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,5b5a35053775cbf29701c171e6675853,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.4,0.6666666666666666,0.0,0.06666666666666665,0.7333333333333334,0.06666666666666671,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,5dc4cf8d5175f2782f46265456998d39,0.2222222222222222,0.5,0.16666666666666666,0.0,0.5,0.0,0.25,0.0,0.0,-0.25,-0.6388888888888888,0.25,-0.5,0.0,not_working
GPT-oss-120B,GAIA_dedup,5e5dc94e090341c564d582f551a0cddb,0.4,0.0,0.0,0.2222222222222222,0.5,0.0,0.2857142857142857,0.5,0.2,0.26349206349206356,0.5857142857142857,0.06349206349206349,0.0,0.2,working
GPT-oss-120B,GAIA_dedup,5ec1cd43eb8ae4094e93a4892ff0f06f,0.8888888888888888,0.0,0.0,0.5,0.5,0.4,0.5454545454545454,0.5,0.4,0.045454545454545414,0.5565656565656565,0.045454545454545414,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,62df2a06b647ca730391602dbf62f843,0.2857142857142857,1.0,0.25,0.5,0.0,0.0,0.6153846153846154,0.0,0.0,0.11538461538461542,-0.9203296703296702,0.11538461538461542,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,63ac9e03bf750e58eecbc5b148d8d215,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.6,0.5,0.5,0.0,working
GPT-oss-120B,GAIA_dedup,672d36d8ecc4816738433c75136eb99d,0.3333333333333333,0.0,0.0,0.4,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.09999999999999987,0.49999999999999994,0.09999999999999998,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,6d5b91f06e5a7377d4798be65fe46e97,0.8,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.4444444444444444,0.6666666666666666,0.0,0.44444444444444453,-0.022222222222222143,-0.2222222222222222,0.6666666666666666,0.0,neutral
GPT-oss-120B,GAIA_dedup,6e64c2e543327a7c2f2ce3d26ced94d1,0.2857142857142857,0.5,0.0,0.25,0.5,0.3333333333333333,0.2222222222222222,0.5,0.0,-0.36111111111111105,-0.06349206349206349,-0.02777777777777779,0.0,-0.3333333333333333,not_working
GPT-oss-120B,GAIA_dedup,6f0ede30602ae3fe2ced3f9fabb008a6,0.5714285714285714,0.0,0.0,0.6666666666666666,1.0,0.5,0.8888888888888888,1.0,1.0,0.7222222222222223,2.317460317460317,0.2222222222222222,0.0,0.5,working
GPT-oss-120B,GAIA_dedup,72877db591837666d500b459fb3cf29d,0.6666666666666666,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666666666666665,0.0,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,75121379e11c550f3ca58e17c972266b,0.4,0.0,0.0,0.6666666666666666,0.5,0.25,0.4444444444444444,0.5,0.25,-0.2222222222222221,0.7944444444444444,-0.2222222222222222,0.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,772605f0794b0fa96bc942a8a7736571,0.4,0.0,0.0,0.36363636363636365,0.0,0.0,0.47058823529411764,0.16666666666666666,0.0,0.2736185383244206,0.23725490196078425,0.106951871657754,0.16666666666666666,0.0,working
GPT-oss-120B,GAIA_dedup,7bf0addde339e4cac9dd3b772232a7e0,0.18181818181818182,0.25,0.0,0.42857142857142855,0.25,0.0,0.5,0.5,0.0,0.3214285714285714,0.5681818181818181,0.07142857142857145,0.25,0.0,working
GPT-oss-120B,GAIA_dedup,7c98d39b2699d41fa913f8fbe60c04ed,0.2857142857142857,0.5,0.0,0.5,1.0,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,-0.6666666666666669,0.2142857142857142,-0.16666666666666669,-0.5,0.0,not_working
GPT-oss-120B,GAIA_dedup,7ee8e8df6e8cd101d9af8a4a4f6ceedb,0.3333333333333333,0.0,0.0,0.25,1.0,0.3333333333333333,0.25,0.0,0.0,-1.3333333333333333,-0.08333333333333331,0.0,-1.0,-0.3333333333333333,not_working
GPT-oss-120B,GAIA_dedup,85c14ced5177cdad83f1f1f898a1c6c7,0.4444444444444444,0.25,0.0,0.4,0.75,0.0,0.5,1.0,0.16666666666666666,0.5166666666666668,0.9722222222222223,0.09999999999999998,0.25,0.16666666666666666,working
GPT-oss-120B,GAIA_dedup,876eb108c8650d4ada63a8d39aa1e96c,0.5,0.0,0.0,0.7142857142857143,0.5,0.2,0.7368421052631579,0.25,0.0,-0.4274436090225565,0.48684210526315785,0.022556390977443552,-0.25,-0.2,not_working
GPT-oss-120B,GAIA_dedup,88c63c780aba1f23c3c5345aa340d7e2,0.3333333333333333,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5,0.0,0.5,0.4523809523809524,0.0,0.5,0.0,working
GPT-oss-120B,GAIA_dedup,88e4ce6a659df42a4146331fff36417c,0.4444444444444444,0.0,0.0,0.5,0.5,0.2857142857142857,0.5714285714285714,0.5,0.14285714285714285,-0.0714285714285714,0.7698412698412698,0.0714285714285714,0.0,-0.14285714285714285,not_working
GPT-oss-120B,GAIA_dedup,911e853f02d03e976dbf0c16f653ab57,0.6666666666666666,1.0,0.16666666666666666,0.8,1.0,0.6666666666666666,0.5,1.0,0.16666666666666666,-0.8,-0.16666666666666652,-0.30000000000000004,0.0,-0.5,not_working
GPT-oss-120B,GAIA_dedup,96be1bf61f2915e52ec59173b9bd9828,0.5,0.5,0.4,0.8888888888888888,0.0,0.0,0.7272727272727273,0.0,0.0,-0.16161616161616155,-0.6727272727272726,-0.16161616161616155,0.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,99f6b447779ba86b3cff2caede832d59,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,9cd6dc7c0af658a87f603b488950f409,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0.0,0.36363636363636365,0.5,0.0,0.29220779220779225,0.577922077922078,-0.20779220779220775,0.5,0.0,working
GPT-oss-120B,GAIA_dedup,9e67afe0ff4eca1558073c2e5cfbf876,0.5714285714285714,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.5,0.5,1.1666666666666667,0.9285714285714286,0.16666666666666669,0.5,0.5,working
GPT-oss-120B,GAIA_dedup,9ec7d4a8ab8c74ab56361ef29d1b1660,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,a041b8d88e3fedcc7d387da328f8a3b4,0.4444444444444444,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6,0.6666666666666666,0.25,0.5166666666666666,1.0722222222222222,-0.06666666666666665,0.3333333333333333,0.25,working
GPT-oss-120B,GAIA_dedup,a32806e19bac45a34d3712ccc433ec9d,0.75,0.0,0.0,0.46153846153846156,0.0,0.0,0.3333333333333333,0.0,0.0,-0.12820512820512825,-0.4166666666666667,-0.12820512820512825,0.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,a4af6c6d200e6d19d7f24e1d1d688188,0.75,0.5,0.0,0.75,0.5,0.3333333333333333,0.36363636363636365,0.5,0.3333333333333333,-0.38636363636363624,-0.05303030303030298,-0.38636363636363635,0.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,a7017f40866dd77c6c0c0e98bad17f69,0.0,0.5,0.0,0.25,0.5,0.0,0.15384615384615385,0.5,0.3333333333333333,0.23717948717948723,0.4871794871794872,-0.09615384615384615,0.0,0.3333333333333333,working
GPT-oss-120B,GAIA_dedup,a96c6811716c0473b86a23321db79c34,0.25,0.3333333333333333,0.2,0.5,0.3333333333333333,0.0,0.4,0.0,0.0,-0.43333333333333324,-0.3833333333333332,-0.09999999999999998,-0.3333333333333333,0.0,not_working
GPT-oss-120B,GAIA_dedup,aa76e85e274bb7187a186c5ed9c90b43,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,ae345023ab5e1c09d49c2b2c6e311877,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.8,0.0,0.0,0.13333333333333341,0.13333333333333341,0.13333333333333341,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,b159cbc7eb989d874a0337cbee8a373c,0.0,0.0,0.0,0.18181818181818182,0.16666666666666666,0.0,0.15384615384615385,0.0,0.0,-0.19463869463869465,0.15384615384615385,-0.02797202797202797,-0.16666666666666666,0.0,not_working
GPT-oss-120B,GAIA_dedup,b5576ffca7ad7cce0fc34b5aad7fc543,0.0,0.0,0.0,0.18181818181818182,0.2,0.16666666666666666,0.18181818181818182,0.2,0.0,-0.16666666666666663,0.38181818181818183,0.0,0.0,-0.16666666666666666,not_working
GPT-oss-120B,GAIA_dedup,b7f8fcd484777f9d330f24a2ff30dd25,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,-1.5,-2.5,-0.5,-1.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,b810534e7915119254ea6977a72493ae,0.5714285714285714,0.5,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.25,0.4166666666666665,0.8452380952380951,0.16666666666666663,0.5,-0.25,working
GPT-oss-120B,GAIA_dedup,b93b2145c5e2022c56bc2a50d5e94d8a,0.4444444444444444,0.0,0.0,0.6153846153846154,0.2,0.16666666666666666,0.7142857142857143,0.0,0.0,-0.2677655677655677,0.2698412698412699,0.09890109890109888,-0.2,-0.16666666666666666,not_working
GPT-oss-120B,GAIA_dedup,bcaad76af172d10d2c7e4c257bf20d27,0.5714285714285714,0.5,0.25,0.5714285714285714,0.5,0.25,0.25,1.0,0.0,-0.0714285714285714,-0.0714285714285714,-0.3214285714285714,0.5,-0.25,not_working
GPT-oss-120B,GAIA_dedup,cac8b6b2d84841d9a5177e399f0595b4,0.4,0.0,0.0,0.4444444444444444,0.2,0.0,0.5,0.0,0.0,-0.14444444444444438,0.09999999999999998,0.05555555555555558,-0.2,0.0,not_working
GPT-oss-120B,GAIA_dedup,cbefff615c15f4de61bd0ffd1ce97d2e,0.8,1.0,0.5,0.5,1.0,0.0,0.4444444444444444,1.0,1.0,0.9444444444444446,0.14444444444444482,-0.05555555555555558,0.0,1.0,working
GPT-oss-120B,GAIA_dedup,d277cf50c742ad43ddf128587f59b363,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.3333333333333333,0.0,working
GPT-oss-120B,GAIA_dedup,d2868d12880a41ad5ed1fb3bb39159d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,d67a8ae853c0b8ed0e55f7fafe4e2f64,0.5714285714285714,0.0,0.0,0.2857142857142857,1.0,0.5,0.3333333333333333,1.0,0.5,0.04761904761904767,1.2619047619047619,0.047619047619047616,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,d7f2f823ff4d4d8bbec1039c6c302a06,0.5,0.4,0.3333333333333333,0.8571428571428571,0.2,0.16666666666666666,0.46153846153846156,0.6,0.16666666666666666,0.00439560439560438,-0.00512820512820511,-0.39560439560439553,0.39999999999999997,0.0,neutral
GPT-oss-120B,GAIA_dedup,d857dc7d137db732306e97c3820652bd,0.2857142857142857,1.0,0.5,0.5,1.0,0.5,0.36363636363636365,1.0,1.0,0.36363636363636376,0.5779220779220782,-0.13636363636363635,0.0,0.5,working
GPT-oss-120B,GAIA_dedup,d9a8dff7edce2d1b15ed4769886d9a2a,0.6,0.0,0.0,0.46153846153846156,0.2,0.0,0.5714285714285714,0.6,0.16666666666666666,0.6765567765567764,0.738095238095238,0.10989010989010983,0.39999999999999997,0.16666666666666666,working
GPT-oss-120B,GAIA_dedup,dbc070b918d4a052c0b686081408fb52,0.8571428571428571,0.0,0.0,0.5,0.0,0.0,0.6,1.0,0.6666666666666666,1.7666666666666666,1.4095238095238094,0.09999999999999998,1.0,0.6666666666666666,working
GPT-oss-120B,GAIA_dedup,e491d73ca2fd8a2a6f8984feb1c408a3,0.3333333333333333,0.0,0.0,0.3076923076923077,0.5,0.14285714285714285,0.5,0.5,0.2857142857142857,0.3351648351648351,0.9523809523809523,0.1923076923076923,0.0,0.14285714285714285,working
GPT-oss-120B,GAIA_dedup,e6ca28af6722fc00fc7294d1b291bea4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,-0.6,0.4,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,ea313eef484bb042ddb079771359c8e6,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.4,0.0,0.0,-1.9333333333333331,0.4,0.06666666666666671,-1.0,-1.0,not_working
GPT-oss-120B,GAIA_dedup,eb42da715add1437eced9e494b0f62f7,0.0,0.0,0.0,0.46153846153846156,0.25,0.0,0.5,0.0,0.0,-0.21153846153846156,0.5,0.038461538461538436,-0.25,0.0,not_working
GPT-oss-120B,GAIA_dedup,f04b425c107f7b972209528a46c407d9,0.0,0.16666666666666666,0.0,0.46153846153846156,0.0,0.0,0.3076923076923077,0.3333333333333333,0.0,0.1794871794871794,0.47435897435897434,-0.15384615384615385,0.3333333333333333,0.0,working
GPT-oss-120B,GAIA_dedup,f2de3b74884dc2312bb0fbf7c9867a9c,1.0,0.5,0.3333333333333333,0.75,1.0,0.3333333333333333,0.6,1.0,1.0,0.5166666666666666,0.7666666666666668,-0.15000000000000002,0.0,0.6666666666666667,working
GPT-oss-120B,GAIA_dedup,f39aec9b8a61fd2aaed5849cc00bc165,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,-0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,f510c80d120dc75e4259704184ee802d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,f5a297c9b9bc74ca0b1060b1c4c99c0f,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.8571428571428571,-0.04761904761904756,0.8571428571428571,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,f75d18151ad96809e922a80ebe2a171e,0.2857142857142857,0.5,0.0,0.4444444444444444,0.0,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,-0.11904761904761907,0.2222222222222222,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,fa31e4af04a2469c88d6e8845e8aac69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,fb3333ca30eb8af56d4f31839ca9e317,0.6666666666666666,0.5,0.0,0.4,0.5,0.0,0.4,0.0,0.0,-0.5,-0.7666666666666665,0.0,-0.5,0.0,not_working
GPT-oss-120B,GAIA_dedup,fcdcb46c7df316b571138b53bd3c822a,0.4,0.0,0.0,0.2857142857142857,0.0,0.0,0.5,0.3333333333333333,0.2,0.7476190476190475,0.6333333333333332,0.2142857142857143,0.3333333333333333,0.2,working
GPT-oss-120B,SWE_Bench_dedup,0e6f7928953ab5a568bae640ce915cc3,0.2222222222222222,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.11111111111111105,0.0,0.0,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,2102eea2af6327834c8bd97b1488474c,0.0,0.0,0.0,0.25,0.0,0.0,0.18181818181818182,0.0,0.0,-0.06818181818181818,0.18181818181818182,-0.06818181818181818,0.0,0.0,not_working
GPT-oss-120B,SWE_Bench_dedup,58bfe9dde723516f4d9366eb6b4b6388,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-0.1333333333333333,0.2,0.0,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,72822db6e120878d916b515c2501246b,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,-1.25,0.0,-0.25,-1.0,0.0,not_working
GPT-oss-120B,SWE_Bench_dedup,790482a54f9837ee5bcd410b9d7595b9,0.6666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.4444444444444444,0.0,0.0,-0.38888888888888884,-0.2222222222222222,-0.2222222222222222,-0.16666666666666666,0.0,not_working
GPT-oss-120B,SWE_Bench_dedup,7930cbe4edc3f5ebec88c6c1b8bb4fb9,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,working
GPT-oss-120B,SWE_Bench_dedup,81d7ec041d71e4e6d97b6332a8182e78,0.4444444444444444,0.0,0.0,0.6153846153846154,0.0,0.0,0.5714285714285714,0.0,0.0,-0.04395604395604402,0.12698412698412698,-0.04395604395604402,0.0,0.0,not_working
GPT-oss-120B,SWE_Bench_dedup,83bce802f0f19098f351cf9dcd6d88e7,0.4444444444444444,0.0,0.0,0.6666666666666666,0.0,0.0,0.5714285714285714,0.0,0.0,-0.09523809523809523,0.12698412698412698,-0.09523809523809523,0.0,0.0,not_working
GPT-oss-120B,SWE_Bench_dedup,8fa1892f94c9cfd3b66e60b5571cdc86,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,-0.14285714285714285,0.3333333333333333,0.0,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,a18532f8923099230c813bf79515d33b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,af1931b778d7a82ca6a1f7dfdb9aa8bb,0.5714285714285714,0.0,0.0,0.4444444444444444,0.0,0.0,0.42857142857142855,0.1111111111111111,0.0,0.09523809523809523,-0.031746031746031744,-0.015873015873015872,0.1111111111111111,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,b4f13f317583e7ad2ed96a499e7b8f60,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.08333333333333333,0.0,0.15000000000000002,-0.016666666666666663,0.06666666666666671,0.08333333333333333,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,c104d0e28f4f8dddeea1dd90b4138e5a,0.5,0.0,0.0,0.4,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,0.5047619047619046,0.40476190476190466,0.17142857142857137,0.3333333333333333,0.0,working
GPT-oss-120B,SWE_Bench_dedup,cc73c286ecf30f00343373faed722f29,0.2857142857142857,0.16666666666666666,0.0,0.2857142857142857,0.0,0.0,0.5,0.0,0.0,0.2142857142857143,0.04761904761904767,0.2142857142857143,0.0,0.0,working
GPT-oss-120B,SWE_Bench_dedup,da17836ad8ecb77066313bdcbf25547a,0.25,0.0,0.0,0.6,0.0,0.0,0.36363636363636365,0.0,0.0,-0.23636363636363633,0.11363636363636365,-0.23636363636363633,0.0,0.0,not_working
GPT-oss-120B,SWE_Bench_dedup,e7bdf7bbf6b931c3be95afe323704041,0.2,0.2222222222222222,0.0,0.18181818181818182,0.0,0.0,0.42857142857142855,0.0,0.0,0.24675324675324672,0.006349206349206327,0.24675324675324672,0.0,0.0,working
GPT-oss-120B,SWE_Bench_dedup,f12834d0194e0a3d406d1fe2e23d9fae,0.4,0.16666666666666666,0.0,0.2857142857142857,0.0,0.0,0.4,0.0,0.0,0.11428571428571432,-0.16666666666666663,0.11428571428571432,0.0,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,fa4a1e7a2eb87324ae399ad7efe5be5e,0.6,0.0,0.0,0.7692307692307693,0.0,0.0,0.5454545454545454,0.1111111111111111,0.0,-0.1126651126651127,0.0565656565656566,-0.22377622377622386,0.1111111111111111,0.0,not_working
GPT-oss-120B,SWE_Bench_dedup,fdaf88f3c0437bf27438b60ba4102c8a,0.5,0.0,0.0,0.25,0.0,0.0,0.5714285714285714,0.0,0.0,0.3214285714285714,0.0714285714285714,0.3214285714285714,0.0,0.0,working
