model,split,trace_id,base_wf1,base_loc,base_joint,causal_wf1,causal_loc,causal_joint,corr_wf1,corr_loc,corr_joint,score_base,score_causal,score_corr,delta_corr_vs_causal,delta_corr_vs_base,delta_wf1_vs_causal,delta_loc_vs_causal,delta_joint_vs_causal,delta_wf1_vs_base,delta_loc_vs_base,delta_joint_vs_base,bucket
openai-gpt-oss-20b,GAIA_dedup,a96c6811716c0473b86a23321db79c34,0.2857142857142857,0.0,0.0,0.4,0.3333333333333333,0.2,0.4444444444444444,0.0,0.0,0.2857142857142857,0.9333333333333333,0.4444444444444444,-0.48888888888888893,0.15873015873015872,0.0444444444444444,-0.3333333333333333,-0.2,0.15873015873015872,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,08be1639c58e086cf0bb8c269039973d,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.7272727272727273,1.0,0.6,-0.4,-0.12727272727272732,0.6,-1.0,0.0,-0.12727272727272732,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,e491d73ca2fd8a2a6f8984feb1c408a3,0.16666666666666666,0.0,0.0,0.3076923076923077,0.5,0.0,0.42857142857142855,0.0,0.0,0.16666666666666666,0.8076923076923077,0.42857142857142855,-0.37912087912087916,0.26190476190476186,0.12087912087912084,-0.5,0.0,0.26190476190476186,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,18efa24e637b9423f34180d1f2041d3e,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,cbefff615c15f4de61bd0ffd1ce97d2e,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.6666666666666666,0.5,0.25,-0.25,-0.41666666666666663,-0.25,0.0,0.0,-0.41666666666666663,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,9ec7d4a8ab8c74ab56361ef29d1b1660,0.6666666666666666,0.0,0.0,0.2857142857142857,0.5,0.16666666666666666,0.7692307692307693,0.0,0.0,0.6666666666666666,0.9523809523809523,0.7692307692307693,-0.18315018315018305,0.10256410256410264,0.4835164835164836,-0.5,-0.16666666666666666,0.10256410256410264,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,d857dc7d137db732306e97c3820652bd,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,0.5,1.8333333333333333,2.0,1.8333333333333333,-0.16666666666666674,0.0,-0.16666666666666669,0.0,0.0,0.0,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,9e67afe0ff4eca1558073c2e5cfbf876,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.0,0.4444444444444444,0.0,0.0,0.5714285714285714,0.5714285714285714,0.4444444444444444,-0.12698412698412698,-0.12698412698412698,-0.12698412698412698,0.0,0.0,-0.12698412698412698,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,d7f2f823ff4d4d8bbec1039c6c302a06,0.5714285714285714,0.0,0.0,0.75,0.0,0.0,0.4444444444444444,0.2,0.0,0.5714285714285714,0.75,0.6444444444444444,-0.10555555555555562,0.07301587301587298,-0.3055555555555556,0.2,0.0,-0.12698412698412698,0.2,0.0,not_working
openai-gpt-oss-20b,SWE_Bench_dedup,790482a54f9837ee5bcd410b9d7595b9,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.5714285714285714,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5714285714285714,-0.09523809523809523,-0.09523809523809523,-0.09523809523809523,0.0,0.0,-0.09523809523809523,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,75121379e11c550f3ca58e17c972266b,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.0,0.25,0.5,0.0,0.3333333333333333,0.8333333333333333,0.75,-0.08333333333333326,0.4166666666666667,-0.08333333333333331,0.0,0.0,-0.08333333333333331,0.5,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,2209204b631e26f4cee4dc3dd995608c,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.6,0.0,0.0,0.5,0.6666666666666666,0.6,-0.06666666666666665,0.09999999999999998,-0.06666666666666665,0.0,0.0,0.09999999999999998,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,b810534e7915119254ea6977a72493ae,0.4,0.0,0.0,0.3333333333333333,0.0,0.0,0.2857142857142857,0.0,0.0,0.4,0.3333333333333333,0.2857142857142857,-0.047619047619047616,-0.11428571428571432,-0.047619047619047616,0.0,0.0,-0.11428571428571432,0.0,0.0,not_working
