model,split,trace_id,base_wf1,base_loc,base_joint,causal_wf1,causal_loc,causal_joint,corr_wf1,corr_loc,corr_joint,delta_corr_vs_causal,delta_corr_vs_base,delta_wf1_vs_causal,delta_loc_vs_causal,delta_joint_vs_causal,bucket
GPT-oss-120B,GAIA_dedup,2713fa0aa73f0c5a8b480f026c21a547,0.8888888888888888,0.5,0.2,0.8,0.5,0.0,1.0,1.0,0.2,0.9000000000000001,0.6111111111111114,0.19999999999999996,0.5,0.2,working
GPT-oss-120B,GAIA_dedup,387546b0d3e81503bd8d392c6f1b6b25,0.2222222222222222,0.0,0.0,0.16666666666666666,0.0,0.0,0.6153846153846154,0.4,0.0,0.8487179487179487,0.7931623931623931,0.4487179487179488,0.4,0.0,working
GPT-oss-120B,GAIA_dedup,fcdcb46c7df316b571138b53bd3c822a,0.4,0.0,0.0,0.2857142857142857,0.0,0.0,0.5,0.3333333333333333,0.2,0.7476190476190475,0.6333333333333332,0.2142857142857143,0.3333333333333333,0.2,working
GPT-oss-120B,GAIA_dedup,6f0ede30602ae3fe2ced3f9fabb008a6,0.5714285714285714,0.0,0.0,0.6666666666666666,1.0,0.5,0.8888888888888888,1.0,1.0,0.7222222222222223,2.317460317460317,0.2222222222222222,0.0,0.5,working
GPT-oss-120B,GAIA_dedup,d9a8dff7edce2d1b15ed4769886d9a2a,0.6,0.0,0.0,0.46153846153846156,0.2,0.0,0.5714285714285714,0.6,0.16666666666666666,0.6765567765567764,0.738095238095238,0.10989010989010983,0.39999999999999997,0.16666666666666666,working
GPT-oss-120B,GAIA_dedup,85c14ced5177cdad83f1f1f898a1c6c7,0.4444444444444444,0.25,0.0,0.4,0.75,0.0,0.5,1.0,0.16666666666666666,0.5166666666666668,0.9722222222222223,0.09999999999999998,0.25,0.16666666666666666,working
GPT-oss-120B,GAIA_dedup,a041b8d88e3fedcc7d387da328f8a3b4,0.4444444444444444,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6,0.6666666666666666,0.25,0.5166666666666666,1.0722222222222222,-0.06666666666666665,0.3333333333333333,0.25,working
GPT-oss-120B,GAIA_dedup,f2de3b74884dc2312bb0fbf7c9867a9c,1.0,0.5,0.3333333333333333,0.75,1.0,0.3333333333333333,0.6,1.0,1.0,0.5166666666666666,0.7666666666666668,-0.15000000000000002,0.0,0.6666666666666667,working
GPT-oss-120B,GAIA_dedup,1dd91d388cb4889e6c1f5ea5ca06bce6,0.2,1.0,0.2,0.5,1.0,0.2,0.6153846153846154,1.0,0.6,0.5153846153846156,0.8153846153846156,0.11538461538461542,0.0,0.39999999999999997,working
GPT-oss-120B,SWE_Bench_dedup,c104d0e28f4f8dddeea1dd90b4138e5a,0.5,0.0,0.0,0.4,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,0.5047619047619046,0.40476190476190466,0.17142857142857137,0.3333333333333333,0.0,working
GPT-oss-120B,GAIA_dedup,aa76e85e274bb7187a186c5ed9c90b43,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,88c63c780aba1f23c3c5345aa340d7e2,0.3333333333333333,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5,0.0,0.5,0.4523809523809524,0.0,0.5,0.0,working
GPT-oss-120B,GAIA_dedup,512475a321c616e45337da3575f6a185,0.2,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.46153846153846156,0.26153846153846155,0.46153846153846156,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,b810534e7915119254ea6977a72493ae,0.5714285714285714,0.5,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.25,0.4166666666666665,0.8452380952380951,0.16666666666666663,0.5,-0.25,working
GPT-oss-120B,GAIA_dedup,3215fc75e81bdb73706a4fb37b66427f,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.3999999999999999,1.4,0.4,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,3acaa3150977e199eddb95c64f2ada2e,0.0,0.0,0.0,0.25,0.0,0.0,0.42857142857142855,0.2,0.0,0.37857142857142856,0.6285714285714286,0.17857142857142855,0.2,0.0,working
GPT-oss-120B,GAIA_dedup,d857dc7d137db732306e97c3820652bd,0.2857142857142857,1.0,0.5,0.5,1.0,0.5,0.36363636363636365,1.0,1.0,0.36363636363636376,0.5779220779220782,-0.13636363636363635,0.0,0.5,working
GPT-oss-120B,GAIA_dedup,e491d73ca2fd8a2a6f8984feb1c408a3,0.3333333333333333,0.0,0.0,0.3076923076923077,0.5,0.14285714285714285,0.5,0.5,0.2857142857142857,0.3351648351648351,0.9523809523809523,0.1923076923076923,0.0,0.14285714285714285,working
GPT-oss-120B,GAIA_dedup,7bf0addde339e4cac9dd3b772232a7e0,0.18181818181818182,0.25,0.0,0.42857142857142855,0.25,0.0,0.5,0.5,0.0,0.3214285714285714,0.5681818181818181,0.07142857142857145,0.25,0.0,working
GPT-oss-120B,SWE_Bench_dedup,fdaf88f3c0437bf27438b60ba4102c8a,0.5,0.0,0.0,0.25,0.0,0.0,0.5714285714285714,0.0,0.0,0.3214285714285714,0.0714285714285714,0.3214285714285714,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,9cd6dc7c0af658a87f603b488950f409,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0.0,0.36363636363636365,0.5,0.0,0.29220779220779225,0.577922077922078,-0.20779220779220775,0.5,0.0,working
GPT-oss-120B,SWE_Bench_dedup,7930cbe4edc3f5ebec88c6c1b8bb4fb9,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,772605f0794b0fa96bc942a8a7736571,0.4,0.0,0.0,0.36363636363636365,0.0,0.0,0.47058823529411764,0.16666666666666666,0.0,0.2736185383244206,0.23725490196078425,0.106951871657754,0.16666666666666666,0.0,working
GPT-oss-120B,GAIA_dedup,5e5dc94e090341c564d582f551a0cddb,0.4,0.0,0.0,0.2222222222222222,0.5,0.0,0.2857142857142857,0.5,0.2,0.26349206349206356,0.5857142857142857,0.06349206349206349,0.0,0.2,working
GPT-oss-120B,SWE_Bench_dedup,e7bdf7bbf6b931c3be95afe323704041,0.2,0.2222222222222222,0.0,0.18181818181818182,0.0,0.0,0.42857142857142855,0.0,0.0,0.24675324675324672,0.006349206349206327,0.24675324675324672,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,a7017f40866dd77c6c0c0e98bad17f69,0.0,0.5,0.0,0.25,0.5,0.0,0.15384615384615385,0.5,0.3333333333333333,0.23717948717948723,0.4871794871794872,-0.09615384615384615,0.0,0.3333333333333333,working
GPT-oss-120B,SWE_Bench_dedup,cc73c286ecf30f00343373faed722f29,0.2857142857142857,0.16666666666666666,0.0,0.2857142857142857,0.0,0.0,0.5,0.0,0.0,0.2142857142857143,0.04761904761904767,0.2142857142857143,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,f04b425c107f7b972209528a46c407d9,0.0,0.16666666666666666,0.0,0.46153846153846156,0.0,0.0,0.3076923076923077,0.3333333333333333,0.0,0.1794871794871794,0.47435897435897434,-0.15384615384615385,0.3333333333333333,0.0,working
GPT-oss-120B,GAIA_dedup,9ec7d4a8ab8c74ab56361ef29d1b1660,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,2c77a8feec544cc61a00a387ad792a13,0.0,0.5,0.0,0.0,0.5,0.0,0.15384615384615385,0.5,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,working
