model,split,trace_id,base_wf1,base_loc,base_joint,causal_wf1,causal_loc,causal_joint,corr_wf1,corr_loc,corr_joint,score_base,score_causal,score_corr,delta_corr_vs_causal,delta_corr_vs_base,delta_wf1_vs_causal,delta_loc_vs_causal,delta_joint_vs_causal,delta_wf1_vs_base,delta_loc_vs_base,delta_joint_vs_base,bucket
openai-gpt-oss-20b,GAIA_dedup,72877db591837666d500b459fb3cf29d,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.5,0.5,0.0,0.5,1.4,0.8999999999999999,1.4,0.4,0.0,0.5,0.4,0.5,0.5,working
openai-gpt-oss-20b,GAIA_dedup,75121379e11c550f3ca58e17c972266b,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.0,0.25,0.5,0.0,0.3333333333333333,0.8333333333333333,0.75,-0.08333333333333326,0.4166666666666667,-0.08333333333333331,0.0,0.0,-0.08333333333333331,0.5,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,7bf0addde339e4cac9dd3b772232a7e0,0.2,0.0,0.0,0.2,0.0,0.0,0.3076923076923077,0.25,0.0,0.2,0.2,0.5576923076923077,0.3576923076923077,0.3576923076923077,0.1076923076923077,0.25,0.0,0.1076923076923077,0.25,0.0,working
openai-gpt-oss-20b,GAIA_dedup,85c14ced5177cdad83f1f1f898a1c6c7,0.4,0.25,0.0,0.42857142857142855,0.25,0.0,0.6666666666666666,0.25,0.0,0.65,0.6785714285714286,0.9166666666666666,0.23809523809523803,0.2666666666666666,0.23809523809523808,0.0,0.0,0.2666666666666666,0.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,88c63c780aba1f23c3c5345aa340d7e2,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.25,0.25,0.0,-0.08333333333333331,0.0,0.0,0.0,-0.08333333333333331,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,88e4ce6a659df42a4146331fff36417c,0.5,0.25,0.14285714285714285,0.4444444444444444,0.5,0.0,0.6,0.25,0.14285714285714285,0.8928571428571428,0.9444444444444444,0.9928571428571429,0.04841269841269846,0.10000000000000009,0.15555555555555556,-0.25,0.14285714285714285,0.09999999999999998,0.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,911e853f02d03e976dbf0c16f653ab57,0.6666666666666666,0.0,0.0,0.2222222222222222,1.0,0.0,0.25,1.0,0.16666666666666666,0.6666666666666666,1.2222222222222223,1.4166666666666667,0.19444444444444442,0.7500000000000001,0.02777777777777779,0.0,0.16666666666666666,-0.41666666666666663,1.0,0.16666666666666666,working
openai-gpt-oss-20b,GAIA_dedup,96be1bf61f2915e52ec59173b9bd9828,0.75,0.0,0.0,0.4444444444444444,0.5,0.2,0.7272727272727273,0.5,0.0,0.75,1.1444444444444444,1.2272727272727273,0.08282828282828292,0.4772727272727273,0.2828282828282829,0.0,-0.2,-0.022727272727272707,0.5,0.0,working
openai-gpt-oss-20b,GAIA_dedup,99f6b447779ba86b3cff2caede832d59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,9cd6dc7c0af658a87f603b488950f409,0.25,0.0,0.0,0.75,1.0,0.6666666666666666,0.6,0.0,0.0,0.25,2.4166666666666665,0.6,-1.8166666666666664,0.35,-0.15000000000000002,-1.0,-0.6666666666666666,0.35,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,9e67afe0ff4eca1558073c2e5cfbf876,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.0,0.4444444444444444,0.0,0.0,0.5714285714285714,0.5714285714285714,0.4444444444444444,-0.12698412698412698,-0.12698412698412698,-0.12698412698412698,0.0,0.0,-0.12698412698412698,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,9ec7d4a8ab8c74ab56361ef29d1b1660,0.6666666666666666,0.0,0.0,0.2857142857142857,0.5,0.16666666666666666,0.7692307692307693,0.0,0.0,0.6666666666666666,0.9523809523809523,0.7692307692307693,-0.18315018315018305,0.10256410256410264,0.4835164835164836,-0.5,-0.16666666666666666,0.10256410256410264,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,a041b8d88e3fedcc7d387da328f8a3b4,0.5,0.0,0.0,0.5714285714285714,0.3333333333333333,0.5,0.6,0.6666666666666666,0.25,0.5,1.4047619047619047,1.5166666666666666,0.11190476190476195,1.0166666666666666,0.02857142857142858,0.3333333333333333,-0.25,0.09999999999999998,0.6666666666666666,0.25,working
openai-gpt-oss-20b,GAIA_dedup,a4af6c6d200e6d19d7f24e1d1d688188,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.2222222222222222,0.5,0.0,0.7857142857142857,0.0,0.7222222222222222,0.7222222222222222,-0.06349206349206349,0.2222222222222222,0.5,0.0,-0.06349206349206349,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,a7017f40866dd77c6c0c0e98bad17f69,0.0,1.0,0.0,0.0,0.5,0.0,0.5714285714285714,0.5,0.0,1.0,0.5,1.0714285714285714,0.5714285714285714,0.0714285714285714,0.5714285714285714,0.0,0.0,0.5714285714285714,-0.5,0.0,working
openai-gpt-oss-20b,GAIA_dedup,a96c6811716c0473b86a23321db79c34,0.2857142857142857,0.0,0.0,0.4,0.3333333333333333,0.2,0.4444444444444444,0.0,0.0,0.2857142857142857,0.9333333333333333,0.4444444444444444,-0.48888888888888893,0.15873015873015872,0.0444444444444444,-0.3333333333333333,-0.2,0.15873015873015872,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,aa76e85e274bb7187a186c5ed9c90b43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,ae345023ab5e1c09d49c2b2c6e311877,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8571428571428571,0.0,0.6,0.6,-0.2571428571428571,0.6,0.0,0.0,-0.2571428571428571,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,b7f8fcd484777f9d330f24a2ff30dd25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,-2.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,b810534e7915119254ea6977a72493ae,0.4,0.0,0.0,0.3333333333333333,0.0,0.0,0.2857142857142857,0.0,0.0,0.4,0.3333333333333333,0.2857142857142857,-0.047619047619047616,-0.11428571428571432,-0.047619047619047616,0.0,0.0,-0.11428571428571432,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,bcaad76af172d10d2c7e4c257bf20d27,0.6666666666666666,0.5,0.25,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,1.4166666666666665,0.5,0.6666666666666666,0.16666666666666663,-0.7499999999999999,0.6666666666666666,-0.5,0.0,0.0,-0.5,-0.25,neutral
openai-gpt-oss-20b,GAIA_dedup,cac8b6b2d84841d9a5177e399f0595b4,0.46153846153846156,0.0,0.0,0.2,0.0,0.0,0.5454545454545454,0.0,0.0,0.46153846153846156,0.2,0.5454545454545454,0.3454545454545454,0.08391608391608385,0.3454545454545454,0.0,0.0,0.08391608391608385,0.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,cbefff615c15f4de61bd0ffd1ce97d2e,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.6666666666666666,0.5,0.25,-0.25,-0.41666666666666663,-0.25,0.0,0.0,-0.41666666666666663,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,d2868d12880a41ad5ed1fb3bb39159d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,d7f2f823ff4d4d8bbec1039c6c302a06,0.5714285714285714,0.0,0.0,0.75,0.0,0.0,0.4444444444444444,0.2,0.0,0.5714285714285714,0.75,0.6444444444444444,-0.10555555555555562,0.07301587301587298,-0.3055555555555556,0.2,0.0,-0.12698412698412698,0.2,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,d857dc7d137db732306e97c3820652bd,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,0.5,1.8333333333333333,2.0,1.8333333333333333,-0.16666666666666674,0.0,-0.16666666666666669,0.0,0.0,0.0,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,d9a8dff7edce2d1b15ed4769886d9a2a,0.6,0.2,0.16666666666666666,0.42857142857142855,0.0,0.0,0.6153846153846154,0.4,0.16666666666666666,0.9666666666666667,0.42857142857142855,1.182051282051282,0.7534798534798535,0.2153846153846154,0.18681318681318687,0.4,0.16666666666666666,0.015384615384615441,0.2,0.0,working
openai-gpt-oss-20b,GAIA_dedup,dbc070b918d4a052c0b686081408fb52,0.75,0.0,0.0,0.0,1.0,0.0,0.6,1.0,0.6666666666666666,0.75,1.0,2.2666666666666666,1.2666666666666666,1.5166666666666666,0.6,0.0,0.6666666666666666,-0.15000000000000002,1.0,0.6666666666666666,working
openai-gpt-oss-20b,GAIA_dedup,e491d73ca2fd8a2a6f8984feb1c408a3,0.16666666666666666,0.0,0.0,0.3076923076923077,0.5,0.0,0.42857142857142855,0.0,0.0,0.16666666666666666,0.8076923076923077,0.42857142857142855,-0.37912087912087916,0.26190476190476186,0.12087912087912084,-0.5,0.0,0.26190476190476186,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,f2de3b74884dc2312bb0fbf7c9867a9c,0.8571428571428571,1.0,1.0,0.75,1.0,0.6666666666666666,0.8571428571428571,0.5,0.3333333333333333,2.857142857142857,2.4166666666666665,1.6904761904761905,-0.726190476190476,-1.1666666666666667,0.1071428571428571,-0.5,-0.3333333333333333,0.0,-0.5,-0.6666666666666667,not_working
openai-gpt-oss-20b,GAIA_dedup,f39aec9b8a61fd2aaed5849cc00bc165,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,f510c80d120dc75e4259704184ee802d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,f5a297c9b9bc74ca0b1060b1c4c99c0f,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,f75d18151ad96809e922a80ebe2a171e,0.5,0.0,0.0,0.2857142857142857,0.5,0.0,0.4444444444444444,0.5,0.0,0.5,0.7857142857142857,0.9444444444444444,0.15873015873015872,0.4444444444444444,0.15873015873015872,0.0,0.0,-0.05555555555555558,0.5,0.0,working
openai-gpt-oss-20b,GAIA_dedup,fa31e4af04a2469c88d6e8845e8aac69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,fb3333ca30eb8af56d4f31839ca9e317,0.25,0.0,0.0,0.5,0.0,0.0,0.4444444444444444,0.5,0.25,0.25,0.5,1.1944444444444444,0.6944444444444444,0.9444444444444444,-0.05555555555555558,0.5,0.25,0.19444444444444442,0.5,0.25,working
openai-gpt-oss-20b,GAIA_dedup,fcdcb46c7df316b571138b53bd3c822a,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.4,0.4,0.06666666666666671,0.4,0.0,0.0,0.06666666666666671,0.0,0.0,working
openai-gpt-oss-20b,SWE_Bench_dedup,0e6f7928953ab5a568bae640ce915cc3,0.2857142857142857,0.0,0.0,0.5,0.0,0.0,0.5454545454545454,0.0,0.0,0.2857142857142857,0.5,0.5454545454545454,0.045454545454545414,0.2597402597402597,0.045454545454545414,0.0,0.0,0.2597402597402597,0.0,0.0,working
openai-gpt-oss-20b,SWE_Bench_dedup,2102eea2af6327834c8bd97b1488474c,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,working
openai-gpt-oss-20b,SWE_Bench_dedup,58bfe9dde723516f4d9366eb6b4b6388,0.5,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.5,0.0,0.2857142857142857,0.2857142857142857,-0.2142857142857143,0.2857142857142857,0.0,0.0,-0.2142857142857143,0.0,0.0,neutral
openai-gpt-oss-20b,SWE_Bench_dedup,72822db6e120878d916b515c2501246b,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.0,0.0,0.0,0.3333333333333333,0.4,0.06666666666666671,0.4,0.06666666666666671,0.0,0.0,0.4,0.0,0.0,working
openai-gpt-oss-20b,SWE_Bench_dedup,790482a54f9837ee5bcd410b9d7595b9,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.5714285714285714,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5714285714285714,-0.09523809523809523,-0.09523809523809523,-0.09523809523809523,0.0,0.0,-0.09523809523809523,0.0,0.0,not_working
openai-gpt-oss-20b,SWE_Bench_dedup,7930cbe4edc3f5ebec88c6c1b8bb4fb9,0.5,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.7,0.2,0.8,0.6000000000000001,0.10000000000000009,0.8,-0.2,0.0,0.30000000000000004,-0.2,0.0,working
openai-gpt-oss-20b,SWE_Bench_dedup,81d7ec041d71e4e6d97b6332a8182e78,0.2222222222222222,0.0,0.0,0.5454545454545454,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.0,0.0,0.2222222222222222,1.0454545454545454,0.2222222222222222,-0.8232323232323232,0.0,-0.3232323232323232,-0.3333333333333333,-0.16666666666666666,0.0,0.0,0.0,not_working
openai-gpt-oss-20b,SWE_Bench_dedup,83bce802f0f19098f351cf9dcd6d88e7,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.6,0.125,0.1,0.4444444444444444,0.0,0.825,0.825,0.38055555555555554,0.6,0.125,0.1,0.15555555555555556,0.125,0.1,working
openai-gpt-oss-20b,SWE_Bench_dedup,a18532f8923099230c813bf79515d33b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,SWE_Bench_dedup,da17836ad8ecb77066313bdcbf25547a,0.0,0.0,0.0,0.25,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.25,0.7692307692307693,0.5192307692307693,0.7692307692307693,0.5192307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,working
openai-gpt-oss-20b,SWE_Bench_dedup,e7bdf7bbf6b931c3be95afe323704041,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.5,0.2222222222222222,0.07142857142857142,0.2222222222222222,0.0,0.7936507936507936,0.7936507936507936,0.5714285714285714,0.5,0.2222222222222222,0.07142857142857142,0.2777777777777778,0.2222222222222222,0.07142857142857142,working
openai-gpt-oss-20b,SWE_Bench_dedup,f12834d0194e0a3d406d1fe2e23d9fae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
